id,text,term,polarity,from,to,category,polarity2
416,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,food,negative,69,73,,
416,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,rice,neutral,108,112,,
416,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,,,,,service,negative
3015,"After we got our sashimi order, I could not believe how small the portions were!",sashimi,neutral,17,24,,
3015,"After we got our sashimi order, I could not believe how small the portions were!",portions,negative,66,74,,
3015,"After we got our sashimi order, I could not believe how small the portions were!",,,,,food,negative
364,"After the main course came, we didn't see our waiter for at least 40 MINUTES!",main course,neutral,10,21,,
364,"After the main course came, we didn't see our waiter for at least 40 MINUTES!",waiter,negative,46,52,,
364,"After the main course came, we didn't see our waiter for at least 40 MINUTES!",,,,,service,negative
501,It will be on my to do list the next visit to NYC.,,,,,anecdotes/miscellaneous,positive
1275,Nothing better than buying a snapple for $3.25 too.,snapple,positive,29,36,,
1275,Nothing better than buying a snapple for $3.25 too.,,,,,price,positive
2330,"When family came in he gave them apps to test their palets, and then ordered for them.",apps,neutral,33,37,,
2330,"When family came in he gave them apps to test their palets, and then ordered for them.",,,,,service,neutral
460,I was pleasantly surprised to find this gem in Hoboken.,,,,,anecdotes/miscellaneous,positive
1385,"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",Service,positive,0,7,,
1385,"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",decor,positive,55,60,,
1385,"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",,,,,service,positive
1385,"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",,,,,ambience,positive
1088,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",dosas,negative,4,9,,
1088,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",popcorn topping,neutral,82,97,,
1088,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",,,,,food,negative
3201,The service was excellent and the food was delicious.,service,positive,4,11,,
3201,The service was excellent and the food was delicious.,food,positive,34,38,,
3201,The service was excellent and the food was delicious.,,,,,food,positive
3201,The service was excellent and the food was delicious.,,,,,service,positive
3481,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,scene,negative,34,39,,
3481,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,customers,negative,53,62,,
3481,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,,,,,anecdotes/miscellaneous,negative
3481,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,,,,,ambience,negative
308,"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",seafood,neutral,8,15,,
308,"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",,,,,anecdotes/miscellaneous,neutral
1157,Right off the major deegan you get ladies from all over the city.,ladies,positive,35,41,,
1157,Right off the major deegan you get ladies from all over the city.,,,,,ambience,positive
2394,Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,wait,negative,66,70,,
2394,Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,,,,,service,negative
2176,always fresh and delicious.,,,,,food,positive
1129,"The food was very good, but not very thai.",food,conflict,4,8,,
1129,"The food was very good, but not very thai.",,,,,food,conflict
1872,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",people serving,positive,48,62,,
1872,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,negative,76,80,,
1872,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",,,,,food,negative
1872,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",,,,,service,positive
1078,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,fillings,neutral,4,12,,
1078,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,dosa batter,positive,43,54,,
1078,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,,,,,food,positive
61,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",lunch,positive,53,58,,
61,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",dinner,positive,60,66,,
61,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",pre-theatre or after-theatre drinks,positive,68,103,,
61,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot,positive,20,24,,
61,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",,,,,anecdotes/miscellaneous,positive
61,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",,,,,ambience,positive
1468,This is a fun restaurant to go to.,,,,,anecdotes/miscellaneous,positive
1268,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",mussaman curry,negative,4,18,,
1268,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",fried tofu,negative,81,91,,
1268,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",potato,negative,174,180,,
1268,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.",,,,,food,negative
1900,Had a late night dinner on a Saturday night.,dinner,neutral,17,23,,
1900,Had a late night dinner on a Saturday night.,,,,,anecdotes/miscellaneous,neutral
843,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,positive,64,68,,
843,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,service,positive,80,87,,
843,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,atmosphere,positive,102,112,,
843,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,,,,food,positive
843,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,,,,service,positive
843,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,,,,,ambience,positive
2184,Their sake martini is wonderful.,sake martini,positive,6,18,,
2184,Their sake martini is wonderful.,,,,,food,positive
1151,"Well, this place is so Ghetto its not even funny.",place,negative,11,16,,
1151,"Well, this place is so Ghetto its not even funny.",,,,,ambience,negative
115,Bravissimo !!,,,,,anecdotes/miscellaneous,positive
2550,Once they ran out of Gnochi and made it for me from scratch!,Gnochi,neutral,21,27,,
2550,Once they ran out of Gnochi and made it for me from scratch!,,,,,anecdotes/miscellaneous,positive
3635,We would like to thank Marcelo and Grace for a wonderful dining experience!!!,dining,positive,57,63,,
3635,We would like to thank Marcelo and Grace for a wonderful dining experience!!!,,,,,anecdotes/miscellaneous,positive
2778,"Found service above average, but that could be because we were 13 of us.",service,positive,6,13,,
2778,"Found service above average, but that could be because we were 13 of us.",,,,,service,positive
2778,"Found service above average, but that could be because we were 13 of us.",,,,,anecdotes/miscellaneous,positive
903,"When I arrived at Orsay I was thrown back, in a veyr good sense.",,,,,anecdotes/miscellaneous,positive
1227,"Bagels are ok, but be sure not to make any special requests!",Bagels,neutral,0,6,,
1227,"Bagels are ok, but be sure not to make any special requests!",,,,,food,neutral
2130,"This is the Cheers of New York, whether you've ever been there or not.",,,,,anecdotes/miscellaneous,neutral
1824,It's to die for!,,,,,anecdotes/miscellaneous,positive
3076,Cute and decorative.,,,,,ambience,positive
2269,"I know this is the case in many nyc eateries, but here, they really cram you in to the point where it's borderline uncomfortable.",,,,,ambience,negative
2577,fine dining restaurant quality.,quality,positive,23,30,,
2577,fine dining restaurant quality.,,,,,food,positive
2666,Overall a disappointing experience for that price category.,price,negative,44,49,,
2666,Overall a disappointing experience for that price category.,,,,,anecdotes/miscellaneous,negative
2666,Overall a disappointing experience for that price category.,,,,,price,negative
1409,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",lunch buffet,neutral,13,25,,
1409,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",,,,,anecdotes/miscellaneous,neutral
956,The food was exceptional.,food,positive,4,8,,
956,The food was exceptional.,,,,,food,positive
1912,You will be satisfied.,,,,,anecdotes/miscellaneous,positive
5,Another great place to take out-of-towners!,,,,,anecdotes/miscellaneous,positive
1237,"But, hey, there is anything better with a decent vegetarian selection in Astoria.",,,,,anecdotes/miscellaneous,neutral
881,We were less than impressed.,,,,,anecdotes/miscellaneous,negative
417,A Thai restaurant out of rice during dinner?,rice,neutral,25,29,,
417,A Thai restaurant out of rice during dinner?,dinner,neutral,37,43,,
417,A Thai restaurant out of rice during dinner?,,,,,anecdotes/miscellaneous,negative
1309,but still my date was bad,,,,,anecdotes/miscellaneous,negative
1598,Would definitely go back again.,,,,,anecdotes/miscellaneous,positive
582,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,,,,,anecdotes/miscellaneous,positive
864,The portions are small but being that the food was so good makes up for that.,portions,negative,4,12,,
864,The portions are small but being that the food was so good makes up for that.,food,positive,42,46,,
864,The portions are small but being that the food was so good makes up for that.,,,,,food,conflict
711,(and I have eaten my share) Which impresses me for having such a large amount of people to serve.,serve,positive,91,96,,
711,(and I have eaten my share) Which impresses me for having such a large amount of people to serve.,,,,,service,positive
2228,"Sure, the setting is nice.",setting,positive,10,17,,
2228,"Sure, the setting is nice.",,,,,ambience,positive
2493,Overall a worthwhile experience.,,,,,anecdotes/miscellaneous,positive
2879,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",service,positive,4,11,,
2879,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",food,positive,66,70,,
2879,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",prices,conflict,89,95,,
2879,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",,,,,food,positive
2879,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",,,,,service,positive
2879,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",,,,,price,conflict
3432,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",appetizer,neutral,6,15,,
3432,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",entrees,neutral,19,26,,
3432,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",cokes,neutral,33,38,,
3432,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",bill,neutral,47,51,,
3432,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",,,,,food,neutral
3432,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",,,,,price,neutral
1212,"It's really a takeaway place, I wouldn't sit if I could take it home.",,,,,anecdotes/miscellaneous,neutral
1582,THE MOST FUN RESTAURANT I HAVE EVER BEEN TOO!,,,,,anecdotes/miscellaneous,positive
2287,Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice,positive,5,25,,
2287,Best drumsticks over rice and sour spicy soup in town!,sour spicy soup,positive,30,45,,
2287,Best drumsticks over rice and sour spicy soup in town!,,,,,food,positive
1160,Some of the finest latin women you'll see in your life hang out at Jimmy's.,,,,,ambience,positive
2773,Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,negative,23,28,,
2773,Slightly above average wines start at $70+ with only one selection listed at $30+.,,,,,food,negative
2773,Slightly above average wines start at $70+ with only one selection listed at $30+.,,,,,price,negative
2155,Their whitefish salad is excellent--all whitefish with a little mayo.,whitefish salad,positive,6,21,,
2155,Their whitefish salad is excellent--all whitefish with a little mayo.,whitefish,positive,40,49,,
2155,Their whitefish salad is excellent--all whitefish with a little mayo.,mayo,positive,64,68,,
2155,Their whitefish salad is excellent--all whitefish with a little mayo.,,,,,food,positive
135,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",price,positive,38,43,,
135,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",congee,neutral,45,51,,
135,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,neutral,53,60,,
135,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",rice dishes,neutral,66,77,,
135,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",,,,,price,positive
2839,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",,,,,service,negative
3290,I had a great experience.,,,,,anecdotes/miscellaneous,positive
471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken parm,conflict,4,16,,
471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken with portobello mushrooms,negative,80,113,,
471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",chicken,negative,141,148,,
471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",tomato sauce,negative,43,55,,
471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",pasta,negative,66,71,,
471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",sauce,negative,163,168,,
471,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",,,,,food,negative
2147,I recommend this place to everyone who asks me where to go for a good meal.,meal,positive,70,74,,
2147,I recommend this place to everyone who asks me where to go for a good meal.,,,,,anecdotes/miscellaneous,positive
480,The waitresses are nice--also you can just get counter service sit.,waitresses,positive,4,14,,
480,The waitresses are nice--also you can just get counter service sit.,counter service,positive,47,62,,
480,The waitresses are nice--also you can just get counter service sit.,,,,,service,positive
37,The only friendly staff member was the guy at the bar.,staff member,positive,18,30,,
37,The only friendly staff member was the guy at the bar.,bar,neutral,50,53,,
37,The only friendly staff member was the guy at the bar.,guy,positive,39,42,,
37,The only friendly staff member was the guy at the bar.,,,,,service,conflict
3160,"Having been a long time Ess-a-Bagel fan, I was surpised to find myself return time and time again to Murray's.",,,,,anecdotes/miscellaneous,positive
3069,Go for it!,,,,,anecdotes/miscellaneous,positive
2072,Highly recommended.,,,,,anecdotes/miscellaneous,positive
1456,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",food,positive,96,100,,
1456,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",prices,positive,115,121,,
1456,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",,,,,food,positive
1456,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",,,,,anecdotes/miscellaneous,positive
1456,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",,,,,price,positive
3174,Won't or Can't is not in the service directory.,service,positive,29,36,,
3174,Won't or Can't is not in the service directory.,,,,,service,positive
3413,I cannot imagine a friendlier staff working in a restaurant.,staff,positive,30,35,,
3413,I cannot imagine a friendlier staff working in a restaurant.,,,,,service,positive
1954,I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,upstairs,positive,33,41,,
1954,I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,,,,,anecdotes/miscellaneous,neutral
1954,I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,,,,,ambience,positive
643,"To speak of the Park Side, words can not describe.",,,,,anecdotes/miscellaneous,neutral
1271,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",red curry,negative,4,13,,
1271,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",pad thai,negative,41,49,,
1271,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",rice,negative,83,87,,
1271,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",seafood,negative,117,124,,
1271,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",,,,,food,negative
1631,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,wine list,positive,4,13,,
1631,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,meal,positive,81,85,,
1631,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,priced,positive,74,80,,
1631,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,,,,,food,positive
1631,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,,,,,price,positive
689,"Saul is pretty good, but definitely not great.",Saul,neutral,0,4,,
689,"Saul is pretty good, but definitely not great.",,,,,food,positive
3580,"I would recommend Roxy's for that, but not for their food.",food,negative,53,57,,
3580,"I would recommend Roxy's for that, but not for their food.",,,,,food,negative
3580,"I would recommend Roxy's for that, but not for their food.",,,,,anecdotes/miscellaneous,positive
3524,We always get a sampling of appetizers and share.,appetizers,neutral,28,38,,
3524,We always get a sampling of appetizers and share.,,,,,anecdotes/miscellaneous,neutral
510,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",Price,positive,70,75,,
510,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",Quality,positive,59,66,,
510,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",,,,,anecdotes/miscellaneous,positive
510,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",,,,,price,positive
600,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",table,negative,33,38,,
600,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",dinner,positive,86,92,,
600,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",,,,,anecdotes/miscellaneous,conflict
424,Their pad penang is delicious and everything else is fantastic.,pad penang,positive,6,16,,
424,Their pad penang is delicious and everything else is fantastic.,,,,,food,positive
3091,"The puke green walls leave a lot to be desired, but the food is very good.",food,positive,56,60,,
3091,"The puke green walls leave a lot to be desired, but the food is very good.",walls,negative,15,20,,
3091,"The puke green walls leave a lot to be desired, but the food is very good.",,,,,food,positive
3091,"The puke green walls leave a lot to be desired, but the food is very good.",,,,,ambience,negative
676,"The flavors are very fresh and pretty inobtrusive, nothing flashy.",flavors,positive,4,11,,
676,"The flavors are very fresh and pretty inobtrusive, nothing flashy.",,,,,food,positive
7,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",people,negative,56,62,,
7,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!",,,,,service,negative
1371,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak,negative,4,16,,
1371,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,tuna,negative,41,45,,
1371,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,,,,,food,negative
2091,But $1 for each small piece???,,,,,price,negative
1596,"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",pizza,positive,14,19,,
1596,"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",,,,,anecdotes/miscellaneous,positive
1232,big and soft as well as good lunch food.,lunch food,positive,29,39,,
1232,big and soft as well as good lunch food.,,,,,food,positive
967,"No food snobs allowed, this place is for people who appreciate good food.",food,neutral,3,7,,
967,"No food snobs allowed, this place is for people who appreciate good food.",food,positive,68,72,,
967,"No food snobs allowed, this place is for people who appreciate good food.",,,,,anecdotes/miscellaneous,neutral
967,"No food snobs allowed, this place is for people who appreciate good food.",,,,,food,positive
1127,I liked the food at this quasi-thai restaurant.,food,positive,12,16,,
1127,I liked the food at this quasi-thai restaurant.,quasi-thai,positive,25,35,,
1127,I liked the food at this quasi-thai restaurant.,,,,,food,positive
2576,By far the best salad I have had in a fast food restaurant.,salad,positive,16,21,,
2576,By far the best salad I have had in a fast food restaurant.,fast food,neutral,38,47,,
2576,By far the best salad I have had in a fast food restaurant.,,,,,food,positive
2242,Suan is a great place that I often take my friends (classmates) too.,,,,,anecdotes/miscellaneous,positive
2650,Not a great place for family or general dining.,,,,,anecdotes/miscellaneous,negative
2529,"As for the bar, this is another bad idea.",bar,negative,11,14,,
2529,"As for the bar, this is another bad idea.",,,,,food,negative
3167,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",bagels,conflict,6,12,,
3167,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",bagel,neutral,84,89,,
3167,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",,,,,food,conflict
1217,"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.",bagels,positive,69,75,,
1217,"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.",,,,,food,positive
1149,I thought going to Jimmys would give me a real Domincan exprience.,,,,,anecdotes/miscellaneous,neutral
2644,The barebecued salmon is elegantly spiced and not at all dry.,barebecued salmon,positive,4,21,,
2644,The barebecued salmon is elegantly spiced and not at all dry.,,,,,food,positive
2812,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",owner,neutral,5,10,,
2812,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",,,,,anecdotes/miscellaneous,neutral
1028,What generous portions!,portions,positive,14,22,,
1028,What generous portions!,,,,,food,positive
2167,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,workers,neutral,4,11,,
2167,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel,neutral,43,48,,
2167,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,cream cheese,neutral,54,66,,
2167,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,,,,,food,neutral
795,I was wrong.,,,,,anecdotes/miscellaneous,negative
573,The wine the service was very good too.,wine,positive,4,8,,
573,The wine the service was very good too.,service,positive,13,20,,
573,The wine the service was very good too.,,,,,food,positive
573,The wine the service was very good too.,,,,,service,positive
1082,"So, the menu is written in chalk above your head and it all sounds delicious.",menu,neutral,8,12,,
1082,"So, the menu is written in chalk above your head and it all sounds delicious.",,,,,food,positive
1082,"So, the menu is written in chalk above your head and it all sounds delicious.",,,,,ambience,positive
1080,The highly spiced chai tea was great too.,chai tea,positive,18,26,,
1080,The highly spiced chai tea was great too.,,,,,food,positive
2929,No plans to return anytime soon.,,,,,anecdotes/miscellaneous,negative
752,"I have been there many times, and food is good and consistent.",food,positive,34,38,,
752,"I have been there many times, and food is good and consistent.",,,,,food,positive
1641,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",Spicy Tuna hand rolls,positive,75,96,,
1641,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.",,,,,food,positive
3257,There is not a single place in Chinatown where you have a nice neighborhood feeling like here.,,,,,ambience,positive
2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",food,negative,147,151,,
2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",ambiance,positive,43,51,,
2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",decor,positive,79,84,,
2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",,,,,food,negative
2897,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",,,,,ambience,positive
872,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,atmosphere,positive,67,77,,
872,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,,,,,anecdotes/miscellaneous,positive
872,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,,,,,ambience,positive
2828,I just do not understand what the fuss is all about.,,,,,anecdotes/miscellaneous,negative
2086,The meat dishes were only so-so.,meat dishes,neutral,4,15,,
2086,The meat dishes were only so-so.,,,,,food,neutral
3507,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",hostess,positive,20,27,,
3507,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",atmosphere,positive,54,64,,
3507,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",,,,,service,positive
3507,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",,,,,ambience,positive
635,"We liked it so much, that we will always make it a point to dine here when we visit New York.",,,,,anecdotes/miscellaneous,positive
957,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",menu,positive,4,8,,
957,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",brassiere food,positive,31,45,,
957,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",,,,,food,positive
2249,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",food,negative,91,95,,
2249,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",quality,negative,120,127,,
2249,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",,,,,anecdotes/miscellaneous,neutral
2249,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",,,,,food,negative
1724,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",atmosphere,positive,45,55,,
1724,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",,,,,ambience,positive
761,For an untrendy rip-off- eat here.,,,,,anecdotes/miscellaneous,negative
1640,And you're hungry a few hours later.,,,,,food,neutral
2322,I can't wait to go back.,,,,,anecdotes/miscellaneous,positive
3476,I HATE HATE HATE this place.,,,,,anecdotes/miscellaneous,negative
2080,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager,positive,29,36,,
2080,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,,,,,anecdotes/miscellaneous,positive
2080,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,,,,,service,positive
866,The staff there is very attentive and down to earth.,staff,positive,4,9,,
866,The staff there is very attentive and down to earth.,,,,,service,positive
1031,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",service,negative,35,42,,
1031,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",food,positive,76,80,,
1031,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",atmosphere,positive,94,104,,
